respondent_id,h1n1_vaccine,seasonal_vaccine
26811,0.14291312160062156,0.145364146964147
26812,0.24049510285036593,0.5832772546510935
26813,0.38053297177968237,0.4718383162245392
26814,0.1676040577069989,0.605939953007671
26815,0.164654304029304,0.10929201435819084
26816,0.18657190762453918,0.23612132679412093
26817,0.2440988408521304,0.6421137746240687
26818,0.211990606143083,0.2838870182105476
26819,0.23584653704138997,0.2931900130098661
26820,0.17881480193254926,0.2514781373038726
26821,0.14220257399605227,0.6184177101516496
26822,0.22532253612400685,0.6849021733555404
26823,0.29159790875619046,0.4081725723107305
26824,0.19125603782182732,0.6502305479047807
26825,0.4517232579941558,0.5978748139115785
26826,0.23889120273001857,0.6115533302267049
26827,0.16412920829170832,0.26780965929495343
26828,0.2359981138142903,0.362782266022591
26829,0.5794253016183162,0.8012702420558453
26830,0.1533576950010773,0.7019145926347753
26831,0.29942366389648994,0.7660099328439612
26832,0.15854138643116802,0.7919730114441801
26833,0.15652550839683196,0.5046018182239159
26834,0.3240088744889442,0.5009110354514766
26835,0.5957279776037515,0.7964326813107772
26836,0.23038309647868488,0.5932722273509751
26837,0.20068154272198388,0.15935267551076376
26838,0.2697753554065474,0.4960643967038654
26839,0.24432334740422978,0.4384496120709359
26840,0.20206448651108097,0.22430874436021506
26841,0.5736023849516496,0.6928854163981878
26842,0.09986974136974133,0.19176883423593957
26843,0.16680058136308135,0.11142243173493174
26844,0.18246819846819842,0.4355399216796275
26845,0.13034767608122869,0.6175274598767246
26846,0.17178280053280054,0.7711357514383826
26847,0.3474615241151619,0.2132773919299655
26848,0.13100702075702075,0.6432966266576563
26849,0.32924028504175573,0.5069379884821061
26850,0.5319440821859301,0.5777009395832925
26851,0.0752620573870574,0.07861750749250747
26852,0.09938773726273727,0.1284625330594758
26853,0.4010179020326078,0.4778819415878238
26854,0.07605578790834205,0.152601069681952
26855,0.571279722569499,0.8227152985902986
26856,0.18737738282958868,0.10918034743034742
26857,0.3934215143516613,0.3358652381115616
26858,0.1965512473637474,0.46497938727938715
26859,0.14507525902560148,0.2074581390831392
26860,0.22658219109322048,0.24463788050185115
26861,0.1979657079032079,0.20334906390852692
26862,0.1636038128538129,0.34894541202261814
26863,0.24079081661802237,0.4199308401007318
26864,0.42933088112867523,0.41607531275913634
26865,0.07695216588966589,0.07792078060828062
26866,0.17492886974136979,0.5289443635140231
26867,0.18591388125763125,0.18624612257797246
26868,0.58771192002442,0.7563129924770792
26869,0.15207665221345562,0.2799445199193651
26870,0.5198314225262755,0.7725832815060757
26871,0.1025101589586884,0.11771219993027265
26872,0.15067976476567807,0.4277240716584758
26873,0.22226357648629325,0.7455432737197443
26874,0.1554562993037384,0.20991351099880506
26875,0.6382183915585621,0.791276684508302
26876,0.1691025820584644,0.11804683510933511
26877,0.16624110880949117,0.19799996447480958
26878,0.2725094347087382,0.4006084915901091
26879,0.08272016178266176,0.12656025714481595
26880,0.18789656993333473,0.19872251542317332
26881,0.16725923805296872,0.13619244562626917
26882,0.08835015204094152,0.11835700125038359
26883,0.20367596960572965,0.233091102524926
26884,0.18545237067832349,0.22322071392659637
26885,0.33595550271174135,0.6813407291238173
26886,0.23606578837828834,0.792885542132446
26887,0.585942484695387,0.7557841949716952
26888,0.8191756189072368,0.903930715118215
26889,0.11189697907441717,0.1746685161243985
26890,0.29208152589098874,0.47580873565432374
26891,0.5638844213492047,0.7337078558696206
26892,0.28609981005518764,0.5504847125913301
26893,0.1434950196002827,0.18653906532535558
26894,0.2190595784934021,0.2979409373521217
26895,0.15533533827283827,0.7441295327479535
26896,0.11567864774114772,0.0950603944666445
26897,0.1642223701006596,0.4538273360411521
26898,0.333859740341358,0.5142681436210846
26899,0.16312329745417972,0.17758408258408256
26900,0.1353811269980674,0.2562168355928498
26901,0.1609487456987457,0.4716448581389372
26902,0.2980081853251118,0.8281605801605807
26903,0.2743443433716268,0.2420344859388978
26904,0.2086278437120156,0.40948845051147686
26905,0.42917784503078626,0.7637294213139805
26906,0.22203905341734295,0.44669525817319927
26907,0.143131435300166,0.5454129035178635
26908,0.20436881758592285,0.7216231787003845
26909,0.19376340326340327,0.2009699397824397
26910,0.19812225274725276,0.406319554628378
26911,0.1268702499985395,0.20629330492778641
26912,0.4993409963574439,0.7583428348612172
26913,0.7984479981662643,0.7964503878474464
26914,0.17789533439127095,0.2931656081294288
26915,0.2616410858877965,0.6385963689088688
26916,0.23550342069421024,0.34055393630098585
26917,0.13266510791839736,0.17050899753840923
26918,0.7920414105712967,0.9094040898993628
26919,0.2626280552737597,0.5748697797300737
26920,0.13478301967640202,0.15430022292522297
26921,0.15399623905506263,0.6887136899048665
26922,0.09420716783216784,0.7278393419446051
26923,0.24004963530621443,0.5200629616771255
26924,0.7156144927393862,0.8946598410926139
26925,0.1221402094852172,0.6225641719391719
26926,0.40952803160891393,0.51125943715727
26927,0.28504206066551274,0.5633865040403354
26928,0.16250371685847692,0.514369560629429
26929,0.13968977264565496,0.184683784846904
26930,0.6399421350708117,0.7920717219871629
26931,0.29964878886163715,0.46160773703420765
26932,0.11829992229992227,0.8403315491697844
26933,0.12596134829223066,0.5999565141171179
26934,0.5405541885659919,0.7201720069146539
26935,0.2829041399776694,0.4399194978624073
26936,0.4138699792854205,0.2918357043283514
26937,0.41709311865932025,0.7162192970616325
26938,0.11836019536019533,0.10963879176379175
26939,0.12038061244311243,0.12541354656024672
26940,0.15452482729688613,0.2393260194483879
26941,0.21992711090079514,0.40285152714932115
26942,0.48971648615669516,0.6801405752185549
26943,0.3798296054435763,0.686987524251111
26944,0.15508103599053874,0.23464554799345824
26945,0.25407351527901073,0.4858873041152576
26946,0.19055238548001704,0.6792980765579449
26947,0.2880961503365917,0.46193735856506785
26948,0.07369095706924654,0.09651946378784615
26949,0.08900349869428817,0.11989417526917528
26950,0.1195121856643528,0.5476225916326535
26951,0.2599428169654564,0.3940855880230879
26952,0.705062255962991,0.7332786021168376
26953,0.6521173613967731,0.8256447796484561
26954,0.20864743508125863,0.16257484182484183
26955,0.21690108502608507,0.5967285492929842
26956,0.14531907512422224,0.24099967452893944
26957,0.09110818348318343,0.7835019409769796
26958,0.319746720315774,0.6626721554589203
26959,0.11541562348470244,0.24937166956710308
26960,0.14006030300109246,0.09388480963480962
26961,0.2567717467860658,0.38292958333805854
26962,0.21376497537120603,0.7678494679340266
26963,0.18061762762091707,0.2980669697949111
26964,0.17625400008488243,0.3207493225193783
26965,0.7959056002691841,0.861003219003219
26966,0.10454437351863818,0.11860172996937697
26967,0.2774097795049809,0.36678717809967815
26968,0.1052923951048951,0.7406753966063171
26969,0.16736121724964434,0.29848443794767304
26970,0.5117849201818013,0.5726929614503142
26971,0.2309721305526261,0.220198430654313
26972,0.045734324276776143,0.0861829040842199
26973,0.1468796065046065,0.22573705175543424
26974,0.2208352693058575,0.3070703810809075
26975,0.14287502775002775,0.6157548338682793
26976,0.7037453824769999,0.5519218498005262
26977,0.25907606566120506,0.4079716916148368
26978,0.10323711704961706,0.7444230467245174
26979,0.4962380729006119,0.7463449841501731
26980,0.1510311169094064,0.1876071799932094
26981,0.17979080564258587,0.4229620032745033
26982,0.5966792149843623,0.737719046884488
26983,0.27826972833667885,0.4161061525978323
26984,0.12537497633085867,0.17185390997890995
26985,0.14492347644185874,0.16249221113423903
26986,0.15965277981822093,0.33855395206788386
26987,0.13842064185814185,0.2151571478630301
26988,0.1767543852346484,0.16581296745666954
26989,0.29525882083602684,0.7281521912541645
26990,0.13557862862971215,0.2129485718529837
26991,0.2974836940020764,0.4442800496072556
26992,0.2691053789261995,0.43768763219924195
26993,0.16374064473108593,0.7572883407442227
26994,0.17988314602923733,0.3113610129765317
26995,0.2596037222581341,0.454388444158181
26996,0.30807170514066634,0.42610435193891083
26997,0.15599480139425792,0.16023402985902988
26998,0.16179134509281567,0.15959241203842597
26999,0.42627454571572215,0.5473442582744051
27000,0.30882455779514617,0.3839111533890947
27001,0.1746459357506958,0.7145227615521733
27002,0.1019364663114663,0.4067612028494381
27003,0.07642621512474454,0.14668607005739362
27004,0.1694339578835817,0.2794590703414233
27005,0.4169555235571101,0.7284175528418949
27006,0.7247613504916138,0.7789495599429812
27007,0.130205275311506,0.2224878320209203
27008,0.14689028700058107,0.13465489646662246
27009,0.18250415081994034,0.31037227549282503
27010,0.16370428277962523,0.1720533778156663
27011,0.15751392765730998,0.25106679796811376
27012,0.3550443743348158,0.4587403211898181
27013,0.2270434294377793,0.39497535992365235
27014,0.1648573947981843,0.32858677025588795
27015,0.17281182786511734,0.20068037028331154
27016,0.20623002242855182,0.4150662257132845
27017,0.45196490703998465,0.7231741090007344
27018,0.21136335942179593,0.3194718266677303
27019,0.7607944212650091,0.8796003926628926
27020,0.24398070801747276,0.2890806179115003
27021,0.20678308078230678,0.4898725873369837
27022,0.22866449155419752,0.295373057362028
27023,0.15768575782662467,0.23477349733599734
27024,0.2129204085388296,0.41884962300771134
27025,0.17775034212863164,0.16127348182862886
27026,0.1834060339170634,0.5432252228980172
27027,0.16606425787404888,0.753090130371864
27028,0.33245545426795436,0.7158029148411498
27029,0.1393833217489119,0.3398682653131182
27030,0.2166308621933622,0.2904924554934231
27031,0.31251013754477375,0.7482612469230118
27032,0.3044819489720807,0.6408600253133296
27033,0.30699869535492613,0.6195151090309761
27034,0.1283756868131868,0.5879171682076095
27035,0.17638619019869023,0.2960321505764617
27036,0.2064918019072431,0.5953548453180803
27037,0.5085565147786512,0.5749393129979711
27038,0.09829433066933063,0.05717471709576973
27039,0.62794672918241,0.8374405690939665
27040,0.3054023536877638,0.39219587269026124
27041,0.17878350560258446,0.6448322310214727
27042,0.12972591828106533,0.5835789905613824
27043,0.35939006301874793,0.6662865733123086
27044,0.1307883676995519,0.12810551625992803
27045,0.25035334587153474,0.5569270855133857
27046,0.14092096098346096,0.25614302826662594
27047,0.5253069381598793,0.4478364005275769
27048,0.24816826770580655,0.5423942235095488
27049,0.45262008897535194,0.6993814600432247
27050,0.17165688901311962,0.5479470311899767
27051,0.16605051600446338,0.2998232076723828
27052,0.2043346902280726,0.32932267242561364
27053,0.730720557220557,0.7992530076133016
27054,0.10281204416498532,0.12878336362895182
27055,0.14315107808857808,0.8208977304959609
27056,0.14954744412793944,0.12498826867576872
27057,0.12390818903318906,0.08912084443334445
27058,0.7612053014494965,0.8605000693750694
27059,0.20512611693861701,0.24397728965221213
27060,0.1783666069912201,0.3430322479715724
27061,0.19272270146863804,0.46550644863822116
27062,0.13908525092039026,0.4772176234068647
27063,0.17931729600808544,0.5876793639796735
27064,0.24074197412065054,0.5308781023972586
27065,0.20184743157169632,0.39244485212499924
27066,0.15144427596826973,0.5128032274098451
27067,0.3864149198110111,0.7133884683213242
27068,0.7636566093220507,0.8634569692003906
27069,0.5823727928418334,0.8288765776706954
27070,0.16265063408813407,0.13455632072176188
27071,0.16491159534909536,0.16451177733085626
27072,0.23877877787417273,0.5104059987784832
27073,0.12001884226884227,0.7994047896547894
27074,0.10817133071177187,0.2650774364524364
27075,0.6361602633477634,0.7435018182496894
27076,0.4159789614195574,0.5695194135929431
27077,0.1867037983945879,0.13916795541060253
27078,0.29941449486186333,0.7601189957917898
27079,0.36457508504567326,0.7531385281385278
27080,0.220466151903652,0.2511983100641189
27081,0.144893426018426,0.6477605658230655
27082,0.254584943028248,0.39628335145246896
27083,0.1774767479691679,0.2963943201406437
27084,0.5502475677916856,0.6200502667267375
27085,0.14025961757540706,0.0785496974430798
27086,0.10173551008774882,0.1434384887987829
27087,0.2571551688394994,0.31216448654974205
27088,0.4002383164221401,0.6270069044732357
27089,0.19219667954594422,0.20096313653666603
27090,0.2640339690629308,0.6567529270694902
27091,0.526898639651542,0.3735555713636211
27092,0.22232282520111477,0.31387767959594587
27093,0.21639497387717213,0.2774792839599341
27094,0.09893219499798449,0.1769663522751758
27095,0.29627259260347505,0.5790584073184878
27096,0.20110686550721385,0.26009648358177767
27097,0.5541465449432752,0.6591396107407348
27098,0.6230482079550173,0.7886082516339863
27099,0.20447745769462305,0.5083981982070221
27100,0.2429253377341613,0.6863031357187702
27101,0.17280172366762922,0.4909733877233877
27102,0.162194574216633,0.7608644177030399
27103,0.13071332213108533,0.1900814347975725
27104,0.21904903062623657,0.4918687729753909
27105,0.2123692924292769,0.4578427701684282
27106,0.5675233483836425,0.7924919341457387
27107,0.4314798942694613,0.6837634984124925
27108,0.18481971581405385,0.244984176255461
27109,0.25159461086299334,0.2275077547189204
27110,0.21765657871540228,0.5257268548445021
27111,0.18297397373867966,0.457424377351235
27112,0.379765429681258,0.5791088479588863
27113,0.14253112859362857,0.15101082985641803
27114,0.15474453119120296,0.20473407164209373
27115,0.4739021119918956,0.6551945472183478
27116,0.20822469197469193,0.8242206176176764
27117,0.09980150405150402,0.13692087244970375
27118,0.30141124182997253,0.5035328748049338
27119,0.15259432928182926,0.2177626176927648
27120,0.30397066606536266,0.8240258144633139
27121,0.09972064266143216,0.6361301415088179
27122,0.1677296077460551,0.3394276797262479
27123,0.1564619046674,0.19126683722194562
27124,0.12410114191364188,0.2235436021881456
27125,0.08714780358530357,0.11135359085359087
27126,0.23961825885467186,0.219723715826657
27127,0.18460977421271538,0.193147007812449
27128,0.21025974760533597,0.42458385520213326
27129,0.3604992560758816,0.5650992453109324
27130,0.16038901376401377,0.3483968405175837
27131,0.11831064049040055,0.1570733053496212
27132,0.5191464064853156,0.8390684731934729
27133,0.22751725333511097,0.5847960247526811
27134,0.6892642517011711,0.9182504027834912
27135,0.24632779026529023,0.5465443411292871
27136,0.18258312046140998,0.5705480283355859
27137,0.19206232656232664,0.24438923984512212
27138,0.25338038725979917,0.48087741026677966
27139,0.29362770751780043,0.2627323999744664
27140,0.8126639545095429,0.8662451298701296
27141,0.5605291420535986,0.6834046553936262
27142,0.15215830819507292,0.25861820940497404
27143,0.2925418708398585,0.3984693319451445
27144,0.14221405881699994,0.16869042354704117
27145,0.45365535853035843,0.6761614082726698
27146,0.12237445234504055,0.7308161950493607
27147,0.16090305395928461,0.2349471206897677
27148,0.21515430942036978,0.20517144864938996
27149,0.32840343724902543,0.24319874855536622
27150,0.4896675399763635,0.8105715844827688
27151,0.2879975718725719,0.7480299292211059
27152,0.07821480128059075,0.21735808912879345
27153,0.21334704498288104,0.6635959718386188
27154,0.5321751189986483,0.7822353549228547
27155,0.22903114791555196,0.6601051974985797
27156,0.23098798642877597,0.29928588527485595
27157,0.1898061206938916,0.5790693542568541
27158,0.2200342457250352,0.4382694711486845
27159,0.1986519103316704,0.18053689978322335
27160,0.2838505750785162,0.3475975111919386
27161,0.3403164454439611,0.5172349545878958
27162,0.22553155341390643,0.8219238939165406
27163,0.6002020052101319,0.4888465456112515
27164,0.3302242229566398,0.26970204427925015
27165,0.45508667265826747,0.6136910883234417
27166,0.2559447850910698,0.24295645530939652
27167,0.17890506189287145,0.5113997538409305
27168,0.22536634482648413,0.637090943778444
27169,0.39381049527527845,0.5950366616484648
27170,0.3263527128616138,0.76670589680787
27171,0.13906447637329988,0.3384217123504485
27172,0.14221480192494118,0.7183730681083621
27173,0.30296988632282745,0.43482976908712223
27174,0.18695700549450545,0.17370258091581622
27175,0.20134942916560564,0.21531465239696657
27176,0.593329486689781,0.8448598346098346
27177,0.7352044279250162,0.7559009098200273
27178,0.24603026507805925,0.3737141465345802
27179,0.16579535879497181,0.24418268169738755
27180,0.344660532686268,0.4050022404066521
27181,0.1427102154381566,0.8055127914675551
27182,0.5945255773638126,0.7444655813957284
27183,0.12802172827172825,0.5840113566988565
27184,0.17373063511995404,0.42253557716793017
27185,0.5397907903415966,0.71323340256235
27186,0.22772943233237353,0.7605613955869961
27187,0.12230257532714962,0.21382969021862208
27188,0.16719201834457248,0.42657584662499526
27189,0.1440866217116217,0.6336850976895481
27190,0.4737753663446306,0.8142417458272719
27191,0.2627733030858031,0.8123430576776163
27192,0.44304092630795433,0.7281988497613499
27193,0.10330371236950184,0.20319266569250594
27194,0.2776151967786256,0.4731045132842732
27195,0.13330826118326114,0.27048152297049355
27196,0.3071437880574878,0.31935430115662156
27197,0.1330620810433117,0.6136646307124247
27198,0.688940238833234,0.852937957875458
27199,0.25376125246442593,0.3213357304460246
27200,0.2984177714055811,0.6729283839393879
27201,0.6530503482800308,0.7951239920210509
27202,0.16181461458647994,0.2748197064373536
27203,0.1881752358623489,0.2446549479931833
27204,0.10212959956709955,0.0879568007475616
27205,0.21291184389282214,0.27316052557693427
27206,0.1866070098202451,0.273614164535865
27207,0.15588473820641002,0.2049668248813173
27208,0.6408759999682655,0.5813510075450862
27209,0.12930125428357353,0.30566091928693334
27210,0.2899257530911942,0.3557650110664817
27211,0.19152894875592238,0.30640630082851456
27212,0.4894493416799916,0.8283803110803887
27213,0.46664825904555796,0.6224968980323085
27214,0.10136449186778135,0.12261638429653132
27215,0.23839599452834748,0.6527147799096328
27216,0.2215952468369264,0.7420787121804922
27217,0.19746823233955588,0.30266038944715423
27218,0.546460280732339,0.7973407744431352
27219,0.5539726890756301,0.5737145968926153
27220,0.22552223919870978,0.29295697394710557
27221,0.20653977966477974,0.6450899060090235
27222,0.2658273453197989,0.5344530579714402
27223,0.10521336506630619,0.6992031636663988
27224,0.33350028699370804,0.6405732020602376
27225,0.21146897480314666,0.3376674200842158
27226,0.08917947059820122,0.24361237380180867
27227,0.230493948861596,0.28788187974091617
27228,0.4294749142111756,0.6770575964068614
27229,0.47957258002575354,0.7132510311326101
27230,0.20655041123359133,0.8071413242237041
27231,0.4680202864945513,0.7289780154486037
27232,0.15294813764666704,0.36909543846676196
27233,0.36877298396048397,0.372810722645088
27234,0.132192155067155,0.17045186757686756
27235,0.7300555391460963,0.8680653950023143
27236,0.137982934549111,0.8336419435827331
27237,0.36449567793317816,0.6878626150251538
27238,0.3104625631721219,0.7489561673620498
27239,0.4188391991994933,0.33414213033698353
27240,0.18894005085471807,0.339887046640336
27241,0.16557860618483683,0.2157852336786917
27242,0.19468807802534588,0.48427522110242677
27243,0.09880665917759572,0.14721772547198245
27244,0.15691424481091665,0.14122132034632032
27245,0.23010574352118474,0.49558999089146133
27246,0.6743456106801693,0.8439058698654287
27247,0.227741788681249,0.8804048525433974
27248,0.20412880759591284,0.699483239906808
27249,0.2604916089916691,0.5459927427148014
27250,0.1819747243640433,0.26528857794037747
27251,0.21279961679187698,0.4479584510776462
27252,0.2832752215460016,0.5358226917346501
27253,0.1631470971838619,0.7620431921020152
27254,0.8579748650042768,0.9031670135420131
27255,0.16262939837939838,0.2430055526132892
27256,0.593295511377168,0.8477075343172475
27257,0.38703859560632,0.5188880881330572
27258,0.42416174827494496,0.7239093422916949
27259,0.6303841349354116,0.734978925894367
27260,0.23490366139708246,0.45117463870352886
27261,0.30803019789378144,0.6348328603585958
27262,0.2518608707469003,0.49173092082496106
27263,0.21323607152651275,0.17062577128753595
27264,0.1891139301874596,0.1862323305349622
27265,0.15678952407241875,0.3235585169474488
27266,0.3047632724172974,0.41558649907024514
27267,0.2364652900204372,0.5973627295906708
27268,0.10080559447432513,0.14018970101535888
27269,0.513179395101802,0.5181741442252278
27270,0.10110005966255967,0.17498556535672363
27271,0.16152859328035388,0.3237972288882615
27272,0.10857637134107727,0.4503357455453043
27273,0.1464817162326837,0.25644848901098904
27274,0.20703890906042116,0.35018702294437587
27275,0.16593900762979716,0.40745487166856514
27276,0.17535887723387725,0.2168280403978547
27277,0.10854326177778191,0.8027098456463442
27278,0.23571124837494803,0.34898640278709947
27279,0.2538538799306988,0.3237851012291803
27280,0.2640478339599858,0.4299108248777367
27281,0.10341688499409088,0.3742534911983443
27282,0.16980174905503856,0.8027630233328762
27283,0.12635870706091296,0.23135255161505164
27284,0.30458659232923935,0.5816012863770216
27285,0.14139291597205683,0.3719878638518344
27286,0.20888030571080116,0.3884855650885062
27287,0.3083694008286399,0.5953403431149173
27288,0.4679565546109663,0.652820589133089
27289,0.37699478347323173,0.5001441218095629
27290,0.09572480749926397,0.12855521011209867
27291,0.609808892496392,0.8018319124095555
27292,0.19598394879973832,0.5425436141730647
27293,0.1534894583830342,0.7942971594333487
27294,0.10068737037815978,0.1391525276194394
27295,0.18414414507061572,0.7731491184469125
27296,0.14577153406449075,0.7065681759975488
27297,0.1480079995254144,0.7225488408650171
27298,0.14036564216320913,0.28851461038961057
27299,0.2202318995718764,0.5678757759912946
27300,0.22658135451150155,0.7806810872950577
27301,0.08076895545974493,0.08806854256854259
27302,0.20421187962364434,0.7385050521374049
27303,0.16763021919600868,0.23257090050472415
27304,0.22170677677585574,0.7214419518390106
27305,0.11491800670090145,0.09159284308742514
27306,0.2787627765681171,0.46893606597650717
27307,0.716811145961881,0.7831424208101838
27308,0.18204445676872147,0.2504909657336129
27309,0.6269782435701553,0.8621066699038837
27310,0.2548370466607697,0.3486261570816527
27311,0.17854024651818767,0.21845458610415563
27312,0.23479411494078684,0.45825071129850536
27313,0.16096071983571988,0.2168958078005762
27314,0.1357558344433345,0.10475764513264513
27315,0.24803968095028472,0.3446888904615088
27316,0.4059008431182343,0.5901278847786199
27317,0.23392718596762715,0.27353194640326994
27318,0.21822512635283542,0.3143153630576585
27319,0.37510218801666184,0.8297436285334889
27320,0.48939010981913805,0.7410935249605913
27321,0.1314859625668449,0.5825326436549346
27322,0.2916213239375003,0.2556028024263318
27323,0.14968239070870648,0.48711761709652585
27324,0.4593789792723615,0.6503254611745324
27325,0.7086143245252897,0.8078085329702975
27326,0.19489635547201334,0.6298857340916164
27327,0.25388272756655117,0.33723928848928864
27328,0.3493399757921818,0.4110648904114464
27329,0.15629170439455237,0.2833526816320934
27330,0.12667847649426597,0.5184867849728529
27331,0.1683660616344439,0.25533970074043616
27332,0.30015672073025007,0.7865141368134789
27333,0.627163208115414,0.7497690516183165
27334,0.14628966939493254,0.10056214618714622
27335,0.1853139274940745,0.19359198848537076
27336,0.14455972025050973,0.23808038570906218
27337,0.32387800430563585,0.6869128649987782
27338,0.19130844563932795,0.41454909177509836
27339,0.2868817844736963,0.3555285073328806
27340,0.12123627980206927,0.23595744165964766
27341,0.21390762709512717,0.6303458515169039
27342,0.19438302463360516,0.5281088593853688
27343,0.23572585176261648,0.1364908757178494
27344,0.31999127873760225,0.38706972520943117
27345,0.1769422837511073,0.2539648016265663
27346,0.6449436149720594,0.8534524087024087
27347,0.6921698335587401,0.8007265950209062
27348,0.19488482350982353,0.2605397500732169
27349,0.1739229483751543,0.2686544338014927
27350,0.22536907944996185,0.7997645002420967
27351,0.6017759427320185,0.7847455996231151
27352,0.19509698144992263,0.2951717689345399
27353,0.11628012703670602,0.26746422286863464
27354,0.24088198029181004,0.6374424479387715
27355,0.27099369855290906,0.3197261620388556
27356,0.2602746411216374,0.6780725250239957
27357,0.187335222526012,0.385668474328022
27358,0.3200940410568894,0.5706196528145059
27359,0.36861983875257853,0.6195796384987562
27360,0.21559570984570983,0.59440508803856
27361,0.1635279165279165,0.820441284614079
27362,0.2444636801107389,0.4852547599459365
27363,0.1786892274392274,0.23731213319573297
27364,0.1929669865952761,0.4091348270967079
27365,0.29829446051025,0.507558220615843
27366,0.45540752303252247,0.605747183780272
27367,0.32754128510378516,0.4919873662843862
27368,0.15995430957930953,0.6121336220968575
27369,0.1681764330440802,0.12385374713006293
27370,0.13706967338217335,0.7596623078718668
27371,0.2663209469838728,0.4266817969612088
27372,0.20283023649896723,0.28999817287975194
27373,0.691159285159285,0.6899163154741714
27374,0.09508828890407837,0.3259681740893378
