id,Listening_Time_minutes
750131,30.457752
750132,4.6776876
750133,46.65056
750134,76.018845
750135,31.613474
750136,97.96414
750137,11.759915
750138,90.902084
750139,61.118336
750140,52.645466
750141,105.74773
750142,51.86152
750143,30.206333
750144,59.917408
750145,52.757607
750146,72.73068
750147,67.16477
750148,94.02148
750149,6.9280906
750150,25.443197
750151,94.54265
750152,53.3845
750153,102.73994
750154,58.653603
750155,15.1391945
750156,3.3631845
750157,67.83728
750158,18.570135
750159,33.99749
750160,55.472927
750161,45.952866
750162,59.59142
750163,17.53122
750164,80.2813
750165,86.14244
750166,74.56815
750167,81.28543
750168,52.56746
750169,106.11912
750170,53.219025
750171,39.887287
750172,1.6888534
750173,36.704597
750174,36.796883
750175,58.571552
750176,101.24971
750177,82.47332
750178,43.797123
750179,4.530188
750180,84.9993
750181,97.838394
750182,95.439316
750183,34.53015
750184,82.18079
750185,31.914454
750186,81.32878
750187,46.17402
750188,10.777107
750189,20.663933
750190,52.77572
750191,27.629599
750192,34.262356
750193,29.399498
750194,95.330635
750195,92.33195
750196,27.666803
750197,8.635357
750198,18.409851
750199,36.98576
750200,104.78179
750201,68.76708
750202,38.346687
750203,52.79861
750204,64.04973
750205,32.08638
750206,18.90373
750207,53.308662
750208,34.95106
750209,46.145966
750210,54.156883
750211,52.58504
750212,56.953835
750213,63.081783
750214,33.758274
750215,66.730736
750216,72.81859
750217,97.0827
750218,8.55937
750219,33.040707
750220,93.66037
750221,30.780777
750222,37.142685
750223,33.116184
750224,68.38474
750225,2.9612997
750226,80.32703
750227,67.99281
750228,37.837624
750229,27.21587
750230,99.0711
750231,26.704493
750232,54.126003
750233,68.16687
750234,24.215187
750235,19.89483
750236,44.477024
750237,32.66515
750238,25.437471
750239,19.977013
750240,87.27424
750241,76.47658
750242,17.541113
750243,100.18275
750244,16.962875
750245,47.590115
750246,90.504875
750247,94.70023
750248,16.649654
750249,83.95079
750250,52.996838
750251,31.469482
750252,45.205082
750253,77.78548
750254,46.5405
750255,26.52072
750256,48.57777
750257,30.50798
750258,9.434473
750259,23.751965
750260,37.95927
750261,52.661026
750262,55.931217
750263,57.2453
750264,29.388723
750265,75.499344
750266,13.455887
750267,18.261593
750268,4.7237086
750269,4.9934998
750270,43.545135
750271,57.666157
750272,1.7795955
750273,30.685488
750274,48.707417
750275,61.058327
750276,57.752728
750277,9.2199545
750278,92.147255
750279,19.753328
750280,100.68015
750281,45.154438
750282,57.2733
750283,72.253426
750284,47.126293
750285,34.472713
750286,5.3178988
750287,73.46736
750288,30.123243
750289,6.7104263
750290,59.165203
750291,56.378357
750292,76.837845
750293,77.99079
750294,94.81718
750295,51.51303
750296,29.464504
750297,9.7957945
750298,50.480698
750299,83.37422
750300,94.90596
750301,14.125091
750302,33.704273
750303,15.890056
750304,100.49422
750305,81.861916
750306,93.807236
750307,16.58345
750308,61.70336
750309,16.287739
750310,15.441946
750311,61.238567
750312,108.16091
750313,75.52721
750314,65.84797
750315,4.469842
750316,82.53358
750317,100.7963
750318,21.806955
750319,24.249977
750320,40.350174
750321,31.24836
750322,44.034637
750323,68.75296
750324,73.912186
750325,58.967896
750326,33.666645
750327,48.87979
750328,20.885246
750329,66.98432
750330,77.17236
750331,30.389997
750332,17.73938
750333,15.714862
750334,26.265343
750335,58.283485
750336,36.532467
750337,82.37377
750338,35.214203
750339,77.64714
750340,33.90748
750341,13.044736
750342,35.164474
750343,16.453787
750344,24.373304
750345,50.752575
750346,75.511734
750347,92.57713
750348,56.441235
750349,16.307161
750350,83.21724
750351,22.493118
750352,73.07871
750353,47.007275
750354,59.725037
750355,37.67767
750356,90.69993
750357,38.287212
750358,66.44701
750359,92.9205
750360,71.239685
750361,45.485382
750362,16.13173
750363,71.673584
750364,32.23603
750365,84.0367
750366,91.5462
750367,68.73832
750368,73.12986
750369,57.35688
750370,76.62685
750371,18.568104
750372,50.495857
750373,19.1899
750374,57.151024
750375,45.896576
750376,17.661816
750377,65.53783
750378,47.75074
750379,8.688031
750380,19.508793
750381,15.567219
750382,77.14469
750383,79.72944
750384,82.0386
750385,44.443893
750386,41.43546
750387,8.351441
750388,22.507763
750389,21.035385
750390,97.99964
750391,20.854324
750392,74.22812
750393,9.096829
750394,60.08997
750395,61.03049
750396,42.78567
750397,13.9794855
750398,76.20408
750399,33.974342
750400,14.869232
750401,76.37755
750402,84.389946
750403,18.675589
750404,18.337698
750405,18.097187
750406,20.233042
750407,86.89735
750408,70.66949
750409,18.575397
750410,52.252953
750411,34.94348
750412,25.45155
750413,36.88351
750414,49.580048
750415,101.48134
750416,73.298706
750417,66.32863
750418,31.57659
750419,32.63321
750420,104.60235
750421,49.65785
750422,7.284003
750423,41.338852
750424,51.352615
750425,72.58727
750426,68.392075
750427,1.6103361
750428,92.34138
750429,1.284558
750430,64.58728
750431,40.49472
750432,51.02659
750433,23.112488
750434,3.1287696
750435,75.47592
750436,56.90879
750437,45.259594
750438,49.0466
750439,16.146717
750440,85.94938
750441,1.6586299
750442,76.793274
750443,67.494095
750444,40.284492
750445,74.40501
750446,48.72013
750447,67.24902
750448,47.67477
750449,21.575142
750450,71.608444
750451,81.21962
750452,74.49057
750453,21.489347
750454,41.12384
750455,68.30555
750456,7.016811
750457,29.194347
750458,48.906513
750459,18.325111
750460,9.290361
750461,83.069664
750462,53.42414
750463,93.30001
750464,37.969467
750465,74.437256
750466,6.265916
750467,43.945415
750468,46.33585
750469,17.716957
750470,56.427734
750471,17.835583
750472,49.71584
750473,14.365468
750474,27.568537
750475,1.4961785
750476,15.158014
750477,0.98537105
750478,35.799854
750479,16.27096
750480,4.6025968
750481,51.077057
750482,81.50861
750483,106.64068
750484,78.63201
750485,80.68182
750486,71.541725
750487,73.62366
750488,27.895575
750489,83.69417
750490,60.620438
750491,33.39731
750492,96.27643
750493,31.475191
750494,83.25612
750495,45.69052
750496,82.5668
750497,30.934834
750498,2.377472
750499,68.114944
750500,32.281044
750501,11.947555
750502,63.369175
750503,46.035973
750504,65.293976
750505,96.33768
750506,60.65198
750507,7.437917
750508,4.4303746
750509,100.72156
750510,62.992382
750511,34.80561
750512,2.2128007
750513,29.649357
750514,59.33336
750515,3.5502439
750516,2.7515109
750517,102.93952
750518,75.91217
750519,65.68079
750520,27.875086
750521,81.57153
750522,101.66664
750523,6.540534
750524,67.8146
750525,31.26831
750526,48.25764
750527,11.789946
750528,68.68734
750529,92.834785
750530,35.932564
750531,38.72443
750532,52.876106
750533,54.721924
750534,26.36485
750535,1.6939088
750536,8.166427
750537,44.165432
750538,105.080444
750539,75.89127
750540,26.256977
750541,91.800964
750542,85.5093
750543,72.73389
750544,25.321499
750545,65.67408
750546,61.535606
750547,52.42735
750548,38.275135
750549,64.160194
750550,39.64944
750551,80.71175
750552,53.42265
750553,23.093628
750554,40.585484
750555,99.614
750556,33.017673
750557,69.86377
750558,27.664675
750559,59.34604
750560,5.3174744
750561,54.96393
750562,90.61519
750563,100.275566
750564,5.3942676
750565,52.61042
750566,28.089626
750567,91.51972
750568,50.04892
750569,88.29716
750570,20.160353
750571,99.16123
750572,9.437147
750573,64.46943
750574,94.34141
750575,67.387276
750576,71.99134
750577,104.60013
750578,55.54484
750579,54.644768
750580,18.643515
750581,51.895576
750582,102.29097
750583,7.793459
750584,50.73027
750585,66.01281
750586,77.317505
750587,44.737564
750588,51.576054
750589,53.676567
750590,30.021296
750591,30.125483
750592,97.033035
750593,66.341156
750594,23.49408
750595,59.900265
750596,74.26194
750597,71.238914
750598,26.66939
750599,88.295586
750600,45.06641
750601,50.144093
750602,33.738373
750603,71.98642
750604,17.867403
750605,20.574104
750606,52.177708
750607,81.99227
750608,22.260763
750609,44.308804
750610,38.64811
750611,62.488754
750612,44.89921
750613,48.526978
750614,10.989821
750615,75.63044
750616,30.792507
750617,77.53229
750618,54.857006
750619,75.365715
750620,6.038083
750621,59.508724
750622,19.04492
750623,56.69587
750624,56.925217
750625,82.89468
750626,11.534278
750627,28.801876
750628,67.44363
750629,31.938772
750630,8.347501
750631,19.590965
750632,70.18308
750633,45.07922
750634,79.6197
750635,70.74854
750636,41.980743
750637,48.611855
750638,18.597689
750639,74.28839
750640,60.245754
750641,32.31847
750642,75.72215
750643,26.397532
750644,81.39254
750645,59.0705
750646,17.781927
750647,59.4126
750648,96.82301
750649,69.02652
750650,64.032585
750651,44.252125
750652,102.099655
750653,15.355511
750654,0.71660686
750655,52.795086
750656,18.642921
750657,17.104023
750658,57.320076
750659,44.286526
750660,103.08771
750661,17.2815
750662,77.927765
750663,31.690052
750664,57.08158
750665,39.410187
750666,33.613804
750667,65.41915
750668,15.741375
750669,20.060255
750670,99.61038
750671,65.27924
750672,23.805021
750673,33.398933
750674,58.82301
750675,19.21127
750676,87.369644
750677,92.25946
750678,80.39814
750679,14.970953
750680,29.66514
750681,6.761339
750682,95.39696
750683,99.4367
750684,102.95645
750685,90.36674
750686,9.962413
750687,53.166843
750688,81.492485
750689,11.612305
750690,4.8645763
750691,13.767895
750692,48.232124
750693,64.82532
750694,12.359452
750695,22.074564
750696,67.573685
750697,89.71481
750698,25.5189
750699,44.241467
750700,56.727657
750701,56.48955
750702,49.014957
750703,44.05151
750704,68.197014
750705,58.485367
750706,47.664524
750707,34.785694
750708,99.04404
750709,32.621277
750710,73.41164
750711,26.358353
750712,24.961267
750713,11.626674
750714,69.93427
750715,103.786545
750716,106.291374
750717,82.22638
750718,79.85526
750719,16.551767
750720,78.992
750721,97.119606
750722,35.776688
750723,18.623116
750724,13.585896
750725,1.9050624
750726,67.8826
750727,54.072906
750728,44.995216
750729,66.65607
750730,75.41477
750731,55.1632
750732,22.433456
750733,17.901667
750734,47.47794
750735,76.66275
750736,62.187134
750737,47.327793
750738,31.5814
750739,62.81893
750740,17.864267
750741,64.49409
750742,42.104492
750743,65.32875
750744,51.51572
750745,68.54025
750746,58.72356
750747,18.505346
750748,97.337105
750749,19.713865
750750,8.09513
750751,86.95527
750752,10.174354
750753,47.140472
750754,63.134968
750755,34.898605
750756,58.357784
750757,24.5558
750758,32.458385
750759,98.92224
750760,87.97587
750761,32.90432
750762,69.06867
750763,37.63745
750764,7.7044196
750765,37.529892
750766,1.1349038
750767,99.583755
750768,31.882881
750769,14.90755
750770,79.98848
750771,46.42948
750772,101.94632
750773,63.463593
750774,6.667764
750775,70.13859
750776,27.12147
750777,63.57018
750778,69.988365
750779,6.6809387
750780,105.3696
750781,44.073795
750782,33.85955
750783,14.985282
750784,41.513966
750785,8.472522
750786,47.767433
750787,30.030313
750788,78.97463
750789,56.029743
750790,4.368596
750791,24.52781
750792,13.77985
750793,8.019566
750794,64.52411
750795,46.058395
750796,70.782524
750797,50.732998
750798,18.338097
750799,10.933407
750800,20.463417
750801,15.8080845
750802,37.49547
750803,86.66344
750804,83.389046
750805,65.95699
750806,56.91208
750807,48.430325
750808,80.46932
750809,46.271137
750810,27.710955
750811,37.888218
750812,66.09974
750813,48.73734
750814,23.663334
750815,43.51289
750816,64.69949
750817,103.10387
750818,10.063697
750819,97.26414
750820,43.73281
750821,39.983894
750822,14.991724
750823,55.22804
750824,61.859283
750825,79.73503
750826,87.30556
750827,0.78608537
750828,72.86851
750829,100.02835
750830,59.35959
750831,46.038963
750832,94.837906
750833,29.601036
750834,96.551056
750835,17.73302
750836,73.931915
750837,41.52789
750838,76.0613
750839,66.28014
750840,94.67357
750841,79.69361
750842,71.89484
750843,11.716186
750844,36.1342
750845,33.288857
750846,88.76091
750847,74.4549
750848,4.561667
750849,18.753998
750850,84.99187
750851,46.97409
750852,3.7794771
750853,86.34647
750854,58.093735
750855,54.131664
750856,49.002296
750857,39.087578
750858,83.55149
750859,27.85644
750860,35.71941
750861,31.427185
750862,44.57778
750863,102.58198
750864,31.020315
750865,61.721733
750866,101.27235
750867,4.3928905
750868,57.593864
750869,71.76462
750870,41.674656
750871,26.968592
750872,78.43413
750873,41.29261
750874,74.053764
750875,15.564856
750876,43.33557
750877,55.51222
750878,86.84152
750879,34.653168
750880,19.570105
750881,8.755789
750882,12.162291
750883,68.01871
750884,46.924984
750885,100.538635
750886,93.890884
750887,12.838353
750888,80.588264
750889,20.30728
750890,41.926826
750891,45.605442
750892,94.29052
750893,19.558224
750894,55.624092
750895,47.105568
750896,32.53542
750897,64.404366
750898,103.69597
750899,72.61096
750900,2.9623613
750901,2.3239186
750902,78.397575
750903,3.6621602
750904,15.765631
750905,49.25565
750906,43.908062
750907,46.611187
750908,69.873695
750909,54.049965
750910,57.04011
750911,97.73651
750912,18.205917
750913,103.807045
750914,39.23208
750915,19.518673
750916,28.166924
750917,50.741398
750918,36.14741
750919,27.435753
750920,64.50905
750921,18.724977
750922,48.618736
750923,18.394897
750924,88.594864
750925,55.29391
750926,68.22051
750927,49.17092
750928,47.679726
750929,77.389626
750930,34.95241
750931,89.44011
750932,93.54921
750933,76.724396
750934,37.617245
750935,33.85971
750936,17.329899
750937,81.977806
750938,79.20185
750939,93.83653
750940,83.304375
750941,45.746975
750942,52.503384
750943,76.37368
750944,0.8555775
750945,30.705957
750946,86.6983
750947,52.54396
750948,68.90381
750949,26.856379
750950,3.969459
750951,71.423546
750952,27.614462
750953,18.776224
750954,105.74185
750955,25.657585
750956,69.405495
750957,70.255455
750958,66.13451
750959,68.78488
750960,66.43429
750961,66.77152
750962,5.985942
750963,41.05418
750964,67.71243
750965,64.97874
750966,95.119225
750967,20.596447
750968,20.914377
750969,19.88647
750970,61.302006
750971,43.93449
750972,65.70999
750973,24.829338
750974,27.186895
750975,45.24756
750976,53.194885
750977,68.41761
750978,8.620059
750979,93.22685
750980,95.329094
750981,29.360395
750982,66.91268
750983,14.273401
750984,30.434397
750985,84.976105
750986,55.51907
750987,57.97404
750988,52.25778
750989,63.622227
750990,78.983475
750991,93.67896
750992,79.2726
750993,40.278187
750994,75.795715
750995,66.61471
750996,7.189791
750997,96.31287
750998,79.826775
750999,59.440994
751000,84.22023
751001,56.685734
751002,70.13605
751003,73.75115
751004,74.767334
751005,67.279854
751006,85.004845
751007,54.560566
751008,53.67201
751009,21.11
751010,63.065727
751011,41.358974
751012,33.250244
751013,31.224613
751014,67.40309
751015,90.17941
751016,18.366327
751017,93.38175
751018,82.51022
751019,63.040543
751020,14.401198
751021,16.132246
751022,61.605286
751023,49.859226
751024,71.82541
751025,81.603485
751026,63.18491
751027,71.81554
751028,70.791985
751029,6.8637934
751030,39.079586
751031,102.20278
751032,16.665249
751033,45.041996
751034,98.90234
751035,7.600581
751036,77.493126
751037,95.59847
751038,10.722838
751039,77.17383
751040,79.52704
751041,8.832565
751042,72.77901
751043,76.27971
751044,21.985373
751045,60.574158
751046,100.0132
751047,14.80877
751048,54.864597
751049,59.960464
751050,35.65442
751051,11.6684265
751052,34.807014
751053,25.9775
751054,55.369473
751055,36.60558
751056,52.340317
751057,87.04509
751058,88.935455
751059,80.928535
751060,48.71009
751061,42.036064
751062,57.796894
751063,15.723364
751064,12.607216
751065,46.54127
751066,17.464506
751067,35.82356
751068,13.050413
751069,45.081337
751070,89.78295
751071,102.75252
751072,76.523766
751073,60.66544
751074,49.192627
751075,47.70324
751076,103.05748
751077,7.7548547
751078,38.58145
751079,8.363573
751080,4.2316356
751081,67.08054
751082,94.215614
751083,92.868256
751084,43.592297
751085,1.5082802
751086,4.6536837
751087,2.9030812
751088,69.4476
751089,27.90745
751090,66.29702
751091,19.59639
751092,49.588364
751093,61.753445
751094,68.63601
751095,79.588295
751096,75.39187
751097,67.913155
751098,42.82992
751099,20.620577
751100,26.011143
751101,42.537678
751102,21.455576
751103,68.94839
751104,15.032993
751105,33.57589
751106,1.0485247
751107,91.53633
751108,55.388855
751109,19.188673
751110,97.368996
751111,73.57532
751112,20.784641
751113,56.859467
751114,16.527285
751115,7.0711093
751116,81.7024
751117,79.861115
751118,77.5181
751119,80.419975
751120,77.52701
751121,24.800762
751122,40.33009
751123,18.552801
751124,47.702698
751125,15.886534
751126,99.451485
751127,57.87181
751128,71.349365
751129,4.6591935
751130,60.552998
751131,54.661953
751132,39.173462
751133,34.579887
751134,47.945976
751135,26.86238
751136,28.575111
751137,104.3541
751138,94.26578
751139,60.110508
751140,4.971555
751141,9.007237
751142,18.321236
751143,36.2872
751144,83.576996
751145,28.503761
751146,32.282593
751147,42.09186
751148,14.510974
751149,92.928055
751150,86.794914
751151,87.4107
751152,82.65209
751153,105.35034
751154,41.27243
751155,81.91227
751156,107.41602
751157,54.598145
751158,50.00416
751159,40.138
751160,77.12661
751161,35.64407
751162,85.417336
751163,4.222496
751164,93.61988
751165,102.50047
751166,67.7947
751167,13.931334
751168,6.926338
751169,86.2786
751170,85.744125
751171,75.10017
751172,38.758038
751173,63.519997
751174,7.825404
751175,7.009503
751176,61.856625
751177,9.903362
751178,31.311544
751179,19.003273
751180,33.190395
751181,73.93998
751182,82.679596
751183,40.42405
751184,3.6202853
751185,59.425564
751186,26.062412
751187,21.975409
751188,35.289658
751189,13.5686245
751190,75.94091
751191,78.25352
751192,36.245564
751193,30.72201
751194,91.52941
751195,38.175594
751196,87.52733
751197,70.63633
751198,53.202232
751199,91.9507
751200,74.027885
751201,63.882282
751202,49.82891
751203,12.194228
751204,67.02959
751205,15.39667
751206,34.162407
751207,14.832536
751208,20.258392
751209,10.29927
751210,18.783865
751211,51.750362
751212,25.105318
751213,40.69344
751214,106.062096
751215,7.51208
751216,80.759346
751217,18.118244
751218,78.83668
751219,1.6491491
751220,61.947292
751221,58.953857
751222,79.08364
751223,29.6801
751224,21.811508
751225,93.218315
751226,40.453987
751227,18.99614
751228,48.05089
751229,52.86594
751230,103.08892
751231,38.452118
751232,23.54951
751233,47.08304
751234,76.66298
751235,19.208687
751236,83.278564
751237,31.858253
751238,52.63761
751239,45.039402
751240,100.504684
751241,74.949905
751242,58.26781
751243,9.191664
751244,52.204834
751245,26.778044
751246,19.40184
751247,15.071886
751248,68.33832
751249,51.512886
751250,10.183534
751251,93.58316
751252,104.70623
751253,95.59277
751254,97.86376
751255,96.71401
751256,25.824759
751257,32.32792
751258,27.160427
751259,81.69516
751260,37.622013
751261,70.113335
751262,37.53257
751263,74.568954
751264,36.233257
751265,29.929935
751266,7.301625
751267,101.81977
751268,25.908108
751269,9.691473
751270,97.66127
751271,74.10852
751272,45.16874
751273,14.241924
751274,37.49807
751275,79.25146
751276,94.106804
751277,90.82246
751278,71.125275
751279,60.09098
751280,59.55703
751281,44.97128
751282,5.311854
751283,69.93453
751284,13.807838
751285,18.769709
751286,59.36877
751287,38.779686
751288,45.815357
751289,80.75034
751290,24.55174
751291,73.35416
751292,95.638405
751293,26.118252
751294,45.431427
751295,31.562197
751296,1.6281067
751297,97.53399
751298,95.96616
751299,88.56435
751300,94.28659
751301,25.110914
751302,16.207666
751303,8.813364
751304,53.857334
751305,50.95967
751306,16.25949
751307,35.073605
751308,4.8156266
751309,68.7826
751310,53.711376
751311,37.76259
751312,46.85045
751313,12.5453005
751314,61.931934
751315,71.38183
751316,34.313335
751317,7.62049
751318,75.23368
751319,18.014482
751320,68.16444
751321,51.0914
751322,77.41239
751323,21.972471
751324,71.64399
751325,88.41267
751326,36.04637
751327,54.771183
751328,63.060097
751329,40.872425
751330,44.98663
751331,77.7506
751332,51.16638
751333,14.346643
751334,49.765965
751335,22.534992
751336,23.041496
751337,33.87503
751338,80.36878
751339,41.27122
751340,99.61087
751341,101.35625
751342,88.4486
751343,25.448706
751344,66.89382
751345,106.75355
751346,20.94242
751347,34.28454
751348,58.75367
751349,15.4594145
751350,29.593193
751351,34.26152
751352,95.23066
751353,81.50579
751354,105.477684
751355,25.528719
751356,96.42215
751357,34.17504
751358,13.870732
751359,82.86035
751360,30.59647
751361,69.38465
751362,23.721064
751363,11.852453
751364,72.083466
751365,37.68991
751366,67.28669
751367,9.8246
751368,75.37863
751369,67.76353
751370,20.72694
751371,2.2967556
751372,1.7300575
751373,21.099874
751374,7.4857626
751375,22.070896
751376,26.825966
751377,75.15732
751378,79.620186
751379,14.124848
751380,77.480286
751381,20.29597
751382,71.81272
751383,70.69314
751384,19.435228
751385,62.801075
751386,35.4881
751387,12.317921
751388,84.00812
751389,67.25003
751390,26.823454
751391,82.05103
751392,72.337524
751393,101.29848
751394,47.31985
751395,48.443813
751396,29.262615
751397,37.508396
751398,32.922695
751399,87.45157
751400,38.9581
751401,74.61349
751402,47.181538
751403,81.29605
751404,83.08083
751405,54.503628
751406,72.26211
751407,84.97644
751408,45.579327
751409,16.648998
751410,20.605854
751411,16.849297
751412,17.997517
751413,32.833424
751414,29.732342
751415,23.427555
751416,33.738632
751417,86.22726
751418,94.06279
751419,24.632523
751420,21.62865
751421,43.42351
751422,6.6580687
751423,36.132153
751424,62.59317
751425,30.709333
751426,19.880863
751427,10.034231
751428,49.696205
751429,89.88355
751430,11.781299
751431,70.41651
751432,56.1084
751433,11.897342
751434,39.177883
751435,52.54766
751436,31.982018
751437,53.822697
751438,96.59264
751439,71.29992
751440,51.458107
751441,51.177986
751442,53.788612
751443,69.76166
751444,4.7289557
751445,50.606583
751446,17.186108
751447,60.412666
751448,61.472595
751449,75.624176
751450,39.499405
751451,45.887844
751452,94.24817
751453,23.11731
751454,17.10282
751455,87.21101
751456,100.53993
751457,101.89649
751458,45.18789
751459,46.299206
751460,78.58243
751461,24.08234
751462,25.577679
751463,20.524364
751464,72.75216
751465,67.18222
751466,90.53351
751467,87.34981
751468,55.80454
751469,76.51991
751470,26.730661
751471,91.09838
751472,81.03252
751473,20.087189
751474,18.38997
751475,17.847189
751476,67.726524
751477,40.923637
751478,40.00631
751479,47.29987
751480,32.737656
751481,12.518956
751482,76.833
751483,61.14324
751484,54.37383
751485,29.991524
751486,95.014305
751487,79.825584
751488,12.443878
751489,89.295364
751490,7.5056453
751491,6.9975505
751492,21.48837
751493,7.1697054
751494,84.5981
751495,84.853325
751496,69.71185
751497,34.31985
751498,19.51546
751499,4.8994412
751500,28.636124
751501,55.924095
751502,53.49645
751503,59.901253
751504,77.88886
751505,53.454052
751506,67.28351
751507,51.969326
751508,70.70891
751509,15.896147
751510,79.10498
751511,99.93386
751512,17.709457
751513,95.52593
751514,19.635767
751515,60.914196
751516,19.444212
751517,73.81449
751518,86.94236
751519,19.220188
751520,68.4883
751521,72.46265
751522,31.327982
751523,65.75927
751524,47.901245
751525,81.86406
751526,34.79353
751527,57.505737
751528,70.49198
751529,43.81241
751530,18.21743
751531,57.193184
751532,43.738144
751533,11.915947
751534,32.501373
751535,78.76468
751536,6.703246
751537,65.55297
751538,45.687008
751539,52.359657
751540,10.344912
751541,1.0474262
751542,29.099457
751543,70.72411
751544,34.5575
751545,57.508976
751546,63.745125
751547,76.61249
751548,34.222347
751549,47.531773
751550,6.606157
751551,79.95369
751552,69.32989
751553,18.30385
751554,75.76224
751555,6.903397
751556,45.52655
751557,15.84777
751558,57.054806
751559,12.833913
751560,73.38247
751561,90.39002
751562,29.691906
751563,26.632853
751564,48.963024
751565,28.521729
751566,16.228666
751567,19.117844
751568,85.40348
751569,68.86214
751570,72.96451
751571,72.02727
751572,106.88706
751573,68.05568
751574,66.71916
751575,109.52113
751576,69.284744
751577,82.794754
751578,4.978633
751579,12.877845
751580,18.858942
751581,9.197182
751582,46.96962
751583,34.60825
751584,91.77097
751585,35.99451
751586,18.608004
751587,8.028167
751588,86.71188
751589,54.212837
751590,27.157936
751591,9.372017
751592,34.844593
751593,36.484
751594,93.966034
751595,23.57141
751596,14.840446
751597,90.67713
751598,84.47752
751599,19.28019
751600,41.35508
751601,22.138445
751602,98.99141
751603,72.33147
751604,72.079475
751605,50.997795
751606,57.74026
751607,17.41601
751608,22.306171
751609,59.585567
751610,43.92355
751611,70.644615
751612,11.640486
751613,54.503613
751614,78.59199
751615,4.3522677
751616,31.407307
751617,41.636
751618,42.78483
751619,46.76074
751620,27.735361
751621,8.056735
751622,65.98141
751623,5.1328006
751624,100.209526
751625,17.605057
751626,7.284089
751627,81.339645
751628,47.251274
751629,28.354797
751630,47.1321
751631,47.016113
751632,97.17512
751633,44.596394
751634,54.68269
751635,95.491806
751636,83.9547
751637,67.20491
751638,16.261955
751639,83.52709
751640,11.363945
751641,8.328045
751642,35.149082
751643,74.37141
751644,52.066013
751645,61.52795
751646,5.3063326
751647,30.571339
751648,15.714008
751649,82.763145
751650,98.229645
751651,30.237282
751652,101.59693
751653,28.800932
751654,5.058439
751655,17.199923
751656,46.142162
751657,92.29821
751658,97.672226
751659,35.46149
751660,99.69779
751661,37.4498
751662,19.429234
751663,80.351265
751664,92.47325
751665,89.84466
751666,35.90182
751667,85.93625
751668,15.447624
751669,15.88331
751670,47.54432
751671,51.536163
751672,59.15886
751673,44.9835
751674,10.046973
751675,98.45362
751676,94.00433
751677,34.29829
751678,8.408782
751679,73.311325
751680,52.413643
751681,40.634495
751682,64.93244
751683,36.0276
751684,42.361317
751685,99.05016
751686,28.151493
751687,19.836164
751688,51.44535
751689,51.58687
751690,34.311234
751691,60.26302
751692,64.66395
751693,10.977925
751694,88.51863
751695,96.35265
751696,23.615955
751697,53.705574
751698,99.88224
751699,19.729156
751700,14.859918
751701,83.90215
751702,74.80959
751703,24.185244
751704,97.20697
751705,64.24569
751706,64.45607
751707,81.14405
751708,72.564995
751709,53.054768
751710,60.02419
751711,95.53709
751712,31.08479
751713,70.315796
751714,89.752815
751715,49.02519
751716,74.37174
751717,29.289745
751718,52.628677
751719,53.014565
751720,74.93554
751721,12.821019
751722,53.408127
751723,12.039701
751724,28.903471
751725,6.785023
751726,31.302767
751727,1.2840855
751728,15.7910385
751729,15.977107
751730,33.38838
751731,59.848164
751732,78.73552
751733,85.525604
751734,54.55891
751735,46.72078
751736,77.28369
